id,status,duration,start_date,start_station,end_date,end_station,bike_nr,subscription_type,zip_code,birth_date,gender
326251,Closed,764,2012-06-19 09:12:00,38,2012-06-19 09:25:00,43,B00288,Registered,2110,1982,Male
326252,Closed,419,2012-06-19 09:12:00,6,2012-06-19 09:19:00,22,B00613,Registered,2110,1986,Male
326253,Closed,614,2012-06-19 09:13:00,38,2012-06-19 09:24:00,42,B00456,Registered,2129,1965,Male
326254,Closed,331,2012-06-19 09:14:00,44,2012-06-19 09:19:00,54,B00596,Registered,2113,1971,Male
326255,Closed,729,2012-06-19 09:14:00,38,2012-06-19 09:26:00,50,B00445,Registered,3064,1977,Male
326256,Closed,1272,2012-06-19 09:14:00,30,2012-06-19 09:35:00,37,B00344,Registered,2115,1989,Female
326257,Closed,582,2012-06-19 09:14:00,38,2012-06-19 09:24:00,22,B00338,Registered,1876,1964,Male
326258,Closed,603,2012-06-19 09:15:00,25,2012-06-19 09:25:00,63,B00257,Registered,2118,1987,Male
326259,Closed,769,2012-06-19 09:15:00,38,2012-06-19 09:28:00,24,B00501,Registered,1907,1962,Male
326260,Closed,17,2012-06-19 09:15:00,6,2012-06-19 09:16:00,6,B00254,Registered,2114,1983,Male
326261,Closed,585,2012-06-19 09:16:00,6,2012-06-19 09:25:00,20,B00203,Registered,2114,1983,Male
326262,Closed,816,2012-06-19 09:17:00,38,2012-06-19 09:31:00,22,B00337,Casual,,,
326263,Closed,306,2012-06-19 09:17:00,27,2012-06-19 09:22:00,30,B00342,Registered,1880,1973,Female
326264,Closed,576,2012-06-19 09:17:00,8,2012-06-19 09:27:00,10,B00283,Registered,2215,1991,Female
326265,Closed,495,2012-06-19 09:18:00,32,2012-06-19 09:26:00,36,B00241,Registered,2215,1967,Male
326266,Closed,1428,2012-06-19 09:18:00,44,2012-06-19 09:42:00,3,B00561,Registered,2113,1977,Female
326267,Closed,671,2012-06-19 09:19:00,32,2012-06-19 09:30:00,9,B00319,Registered,2215,1959,Female
326268,Closed,672,2012-06-19 09:20:00,38,2012-06-19 09:31:00,58,B00586,Casual,,,
326269,Closed,48,2012-06-19 09:20:00,63,2012-06-19 09:20:00,63,B00469,Registered,2186,1961,Male
326270,Closed,452,2012-06-19 09:20:00,6,2012-06-19 09:27:00,20,B00281,Registered,2114,1978,Male
326271,Closed,244,2012-06-19 09:20:00,55,2012-06-19 09:24:00,45,B00614,Registered,2115,1976,Male
326272,Closed,1005,2012-06-19 09:20:00,25,2012-06-19 09:37:00,33,B00467,Registered,2118,1970,Male
326273,Closed,507,2012-06-19 09:21:00,50,2012-06-19 09:29:00,34,B00437,Registered,2116,1977,Male
326274,Closed,496,2012-06-19 09:21:00,63,2012-06-19 09:29:00,39,B00280,Registered,2186,1961,Male
326275,Closed,1051,2012-06-19 09:21:00,4,2012-06-19 09:39:00,20,B00235,Registered,2118,1958,Male
326276,Closed,1222,2012-06-19 09:22:00,41,2012-06-19 09:42:00,64,B00482,Registered,2135,1978,Male
326277,Closed,146,2012-06-19 09:22:00,18,2012-06-19 09:25:00,15,B00097,Registered,2134,1981,Male
326278,Closed,120,2012-06-19 09:23:00,47,2012-06-19 09:25:00,20,B00197,Registered,2113,1985,Male
326279,Closed,603,2012-06-19 09:24:00,58,2012-06-19 09:34:00,36,B00256,Registered,2114,1976,Male
326280,Closed,341,2012-06-19 09:24:00,39,2012-06-19 09:30:00,21,B00401,Registered,2118,1982,Male
326281,Closed,308,2012-06-19 09:24:00,39,2012-06-19 09:30:00,21,B00335,Registered,2118,1982,Male
326284,Closed,636,2012-06-19 09:26:00,58,2012-06-19 09:37:00,22,B00448,Registered,2116,1974,Female
326285,Closed,527,2012-06-19 09:27:00,45,2012-06-19 09:35:00,12,B00614,Registered,2139,1980,Male
326286,Closed,487,2012-06-19 09:27:00,12,2012-06-19 09:35:00,14,B00161,Registered,2809,1970,Male
326287,Closed,540,2012-06-19 09:27:00,63,2012-06-19 09:36:00,59,B00499,Registered,2127,1983,Female
326288,Closed,274,2012-06-19 09:28:00,32,2012-06-19 09:32:00,10,B00017,Registered,2215,1991,Male
326289,Closed,699,2012-06-19 09:28:00,39,2012-06-19 09:39:00,48,B00379,Registered,2118,1982,Male
326290,Closed,452,2012-06-19 09:28:00,18,2012-06-19 09:36:00,37,B00594,Registered,2246,1987,Male
326291,Closed,1075,2012-06-19 09:30:00,31,2012-06-19 09:48:00,36,B00100,Casual,,,
326292,Closed,414,2012-06-19 09:30:00,40,2012-06-19 09:37:00,22,B00591,Registered,1907,1960,Male
326293,Closed,134,2012-06-19 09:30:00,21,2012-06-19 09:33:00,52,B00616,Registered,2118,1972,Male
326294,Closed,818,2012-06-19 09:31:00,9,2012-06-19 09:44:00,36,B00157,Registered,2446,1992,Female
326295,Closed,412,2012-06-19 09:33:00,40,2012-06-19 09:40:00,22,B00520,Registered,2113,1956,Female
326296,Closed,237,2012-06-19 09:33:00,47,2012-06-19 09:37:00,20,B00374,Registered,2113,1988,Male
326297,Closed,1141,2012-06-19 09:34:00,27,2012-06-19 09:53:00,33,B00081,Registered,2130,1980,Female
326298,Closed,878,2012-06-19 09:34:00,6,2012-06-19 09:49:00,61,B00272,Registered,2116,1986,Male
326299,Closed,356,2012-06-19 09:36:00,22,2012-06-19 09:42:00,31,B00429,Registered,1982,1962,Male
326300,Closed,308,2012-06-19 09:36:00,25,2012-06-19 09:41:00,61,B00034,Casual,,,
326301,Closed,378,2012-06-19 09:36:00,59,2012-06-19 09:43:00,50,B00176,Registered,1913,1981,Male
326302,Closed,715,2012-06-19 09:37:00,38,2012-06-19 09:49:00,64,B00063,Registered,1523,1973,Male
326303,Closed,304,2012-06-19 09:38:00,22,2012-06-19 09:43:00,20,B00337,Registered,2048,1975,Male
326304,Closed,959,2012-06-19 09:40:00,53,2012-06-19 09:56:00,26,B00411,Registered,2139,1987,Male
326305,Closed,487,2012-06-19 09:40:00,16,2012-06-19 09:48:00,59,B00247,Registered,2111,1969,Male
326306,Closed,1298,2012-06-19 09:41:00,58,2012-06-19 10:03:00,9,B00212,Registered,2155,1947,Male
326307,Closed,1129,2012-06-19 09:42:00,8,2012-06-19 10:01:00,5,B00514,Registered,2134,1987,Male
326308,Closed,252,2012-06-19 09:42:00,4,2012-06-19 09:47:00,49,B00276,Registered,2118,1959,Male
326309,Closed,545,2012-06-19 09:43:00,22,2012-06-19 09:52:00,50,B00583,Registered,2131,1971,Male
326310,Closed,353,2012-06-19 09:44:00,24,2012-06-19 09:50:00,48,B00142,Registered,2109,1958,Male
326311,Closed,107,2012-06-19 09:44:00,46,2012-06-19 09:46:00,21,B00330,Registered,2301,1977,Male
326312,Closed,633,2012-06-19 09:46:00,20,2012-06-19 09:56:00,65,B00435,Casual,,,
326315,Closed,452,2012-06-19 09:45:00,39,2012-06-19 09:53:00,16,B00336,Registered,2118,1975,Female
326316,Closed,612,2012-06-19 09:46:00,20,2012-06-19 09:56:00,65,B00281,Casual,,,
326317,Closed,904,2012-06-19 09:45:00,32,2012-06-19 10:00:00,13,B00431,Registered,2215,1982,Male
326318,Closed,507,2012-06-19 09:46:00,58,2012-06-19 09:54:00,39,B00356,Registered,2114,1983,Female
326319,Closed,1927,2012-06-19 09:47:00,53,2012-06-19 10:19:00,52,B00141,Registered,2115,1989,Male
326320,Closed,248,2012-06-19 09:47:00,43,2012-06-19 09:51:00,7,B00106,Registered,2116,1956,Male
326321,Closed,907,2012-06-19 09:48:00,4,2012-06-19 10:04:00,65,B00302,Casual,,,
326322,Closed,482,2012-06-19 09:50:00,40,2012-06-19 09:58:00,6,B00126,Registered,2116,1985,Male
326323,Closed,259,2012-06-19 09:51:00,43,2012-06-19 09:55:00,64,B00271,Registered,2113,1979,Male
326324,Closed,477,2012-06-19 09:51:00,9,2012-06-19 09:59:00,32,B00606,Registered,2420,1992,Female
326325,Closed,133,2012-06-19 09:51:00,27,2012-06-19 09:53:00,12,B00078,Registered,2120,1991,Male
326327,Closed,623,2012-06-19 09:52:00,41,2012-06-19 10:03:00,33,B00618,Registered,2134,1987,Male
326328,Closed,572,2012-06-19 09:52:00,21,2012-06-19 10:02:00,11,B00472,Registered,2118,1975,Male
326329,Closed,567,2012-06-19 09:53:00,22,2012-06-19 10:02:00,42,B00338,Registered,2025,1967,Male
326330,Closed,588,2012-06-19 09:53:00,58,2012-06-19 10:03:00,25,B00394,Registered,2108,1982,Female
326331,Closed,552,2012-06-19 09:54:00,22,2012-06-19 10:04:00,49,B00136,Registered,2112,1960,Male
326332,Closed,383,2012-06-19 09:54:00,63,2012-06-19 10:01:00,48,B00257,Registered,2043,1974,Male
326333,Closed,408,2012-06-19 09:55:00,42,2012-06-19 10:02:00,22,B00354,Registered,1944,1993,Male
326334,Closed,367,2012-06-19 09:55:00,16,2012-06-19 10:02:00,39,B00275,Registered,1532,1963,Male
326335,Closed,1083,2012-06-19 09:57:00,35,2012-06-19 10:15:00,33,B00166,Casual,,,
326336,Closed,383,2012-06-19 09:57:00,22,2012-06-19 10:03:00,47,B00398,Registered,2210,1985,Female
326337,Closed,1708,2012-06-19 09:57:00,30,2012-06-19 10:26:00,30,B00609,Registered,2120,1989,Female
326338,Closed,592,2012-06-19 09:59:00,47,2012-06-19 10:08:00,64,B00030,Registered,1880,1963,Female
326339,Closed,487,2012-06-19 09:59:00,9,2012-06-19 10:07:00,33,B00148,Casual,,,
326340,Closed,1332,2012-06-19 10:00:00,36,2012-06-19 10:22:00,29,B00014,Registered,2116,1978,Female
326341,Closed,1224,2012-06-19 10:01:00,6,2012-06-19 10:22:00,3,B00057,Registered,1890,1973,Female
326342,Closed,468,2012-06-19 10:01:00,56,2012-06-19 10:09:00,26,B00484,Registered,2169,1982,Female
326343,Closed,293,2012-06-19 10:01:00,64,2012-06-19 10:06:00,35,B00098,Registered,2127,1974,Male
326345,Closed,623,2012-06-19 10:02:00,59,2012-06-19 10:12:00,36,B00368,Registered,2111,1976,Male
326346,Closed,4098,2012-06-19 10:02:00,58,2012-06-19 11:10:00,60,B00586,Registered,2114,1982,Male
326347,Closed,286,2012-06-19 10:03:00,36,2012-06-19 10:07:00,25,B00096,Registered,2118,1972,Male
326348,Closed,584,2012-06-19 10:04:00,12,2012-06-19 10:14:00,62,B00077,Registered,2148,1967,Male
326349,Closed,276,2012-06-19 10:05:00,24,2012-06-19 10:10:00,43,B00434,Casual,,,
326350,Closed,654,2012-06-19 10:05:00,64,2012-06-19 10:16:00,38,B00574,Registered,2210,1980,Male
326351,Closed,567,2012-06-19 10:06:00,61,2012-06-19 10:15:00,3,B00612,Registered,2115,1977,Male
326352,Closed,1498,2012-06-19 10:07:00,41,2012-06-19 10:32:00,39,B00617,Registered,2134,1985,Male
326353,Closed,1522,2012-06-19 10:09:00,25,2012-06-19 10:34:00,35,B00394,Casual,,,
326354,Closed,1124,2012-06-19 10:09:00,33,2012-06-19 10:27:00,22,B00618,Casual,,,
326355,Closed,1515,2012-06-19 10:09:00,25,2012-06-19 10:34:00,35,B00096,Casual,,,
326356,Closed,288,2012-06-19 10:10:00,11,2012-06-19 10:15:00,3,B00633,Registered,2135,1969,Female
326357,Closed,3966,2012-06-19 10:12:00,40,2012-06-19 11:18:00,20,B00495,Casual,,,
326358,Closed,248,2012-06-19 10:11:00,62,2012-06-19 10:15:00,30,B00304,Registered,2461,1961,Male
326359,Closed,284,2012-06-19 10:12:00,63,2012-06-19 10:17:00,64,B00605,Registered,2127,1978,Male
326360,Closed,598,2012-06-19 10:14:00,42,2012-06-19 10:24:00,64,B00162,Casual,,,
326361,Closed,459,2012-06-19 10:14:00,40,2012-06-19 10:22:00,22,B00390,Registered,2019,1989,Male
326362,Closed,191,2012-06-19 10:15:00,35,2012-06-19 10:18:00,48,B00199,Registered,2476,1957,Female
326363,Closed,822,2012-06-19 10:15:00,52,2012-06-19 10:29:00,35,B00340,Registered,2215,1971,Male
326364,Closed,148,2012-06-19 10:16:00,48,2012-06-19 10:18:00,23,B00257,Registered,2021,1965,Male
326365,Closed,1236,2012-06-19 10:16:00,22,2012-06-19 10:37:00,34,B00155,Registered,2215,1983,Male
326366,Closed,492,2012-06-19 10:19:00,42,2012-06-19 10:27:00,6,B00428,Registered,2468,1970,Male
326367,Closed,1237,2012-06-19 10:19:00,16,2012-06-19 10:40:00,64,B00468,Registered,2116,1970,Female
326368,Closed,375,2012-06-19 10:19:00,16,2012-06-19 10:26:00,39,B00193,Registered,2118,1975,Female
326369,Closed,181,2012-06-19 10:20:00,55,2012-06-19 10:23:00,5,B00486,Registered,2115,1987,Female
326371,Closed,980,2012-06-19 10:23:00,22,2012-06-19 10:39:00,61,B00354,Registered,2169,1981,Male
326372,Closed,160,2012-06-19 10:25:00,36,2012-06-19 10:28:00,21,B00534,Registered,1915,1967,Male
326373,Closed,182,2012-06-19 10:26:00,22,2012-06-19 10:29:00,59,B00448,Registered,2139,1977,Male
326374,Closed,494,2012-06-19 10:26:00,38,2012-06-19 10:34:00,48,B00574,Registered,1915,1949,Male
326375,Closed,376,2012-06-19 10:27:00,55,2012-06-19 10:33:00,50,B00062,Registered,2115,1967,Female
326376,Closed,224,2012-06-19 10:27:00,6,2012-06-19 10:31:00,38,B00204,Registered,2108,1984,Female
326377,Closed,152,2012-06-19 10:28:00,22,2012-06-19 10:31:00,48,B00390,Registered,2124,1974,Male
326378,Closed,1091,2012-06-19 10:29:00,8,2012-06-19 10:47:00,36,B00446,Registered,2135,1985,Female
326379,Closed,1739,2012-06-19 10:30:00,61,2012-06-19 10:59:00,58,B00073,Casual,,,
326380,Closed,823,2012-06-19 10:34:00,4,2012-06-19 10:48:00,63,B00107,Casual,,,
326381,Closed,393,2012-06-19 10:30:00,38,2012-06-19 10:37:00,44,B00098,Registered,2108,1962,Male
326382,Closed,827,2012-06-19 10:34:00,4,2012-06-19 10:48:00,63,B00101,Casual,,,
326383,Closed,1146,2012-06-19 10:31:00,61,2012-06-19 10:50:00,31,B00313,Casual,,,
326384,Closed,516,2012-06-19 10:31:00,22,2012-06-19 10:40:00,58,B00421,Registered,2108,1960,Male
326385,Closed,297,2012-06-19 10:32:00,38,2012-06-19 10:37:00,44,B00325,Casual,,,
326386,Closed,631,2012-06-19 10:32:00,63,2012-06-19 10:43:00,35,B00286,Registered,2127,1959,Male
326387,Closed,304,2012-06-19 10:32:00,16,2012-06-19 10:37:00,39,B00168,Registered,2143,1984,Male
326388,Closed,866,2012-06-19 10:36:00,52,2012-06-19 10:50:00,23,B00086,Registered,2459,1976,Male
326389,Closed,723,2012-06-19 10:36:00,52,2012-06-19 10:48:00,35,B00141,Registered,2115,1979,Male
326390,Closed,731,2012-06-19 10:37:00,9,2012-06-19 10:49:00,14,B00450,Registered,2143,1986,Female
326391,Closed,213,2012-06-19 10:37:00,34,2012-06-19 10:41:00,3,B00490,Registered,2185,1967,Male
326392,Closed,470,2012-06-19 10:38:00,49,2012-06-19 10:46:00,16,B00056,Registered,2215,1981,Female
326393,Closed,1100,2012-06-19 10:39:00,24,2012-06-19 10:57:00,7,B00441,Casual,,,
326394,Closed,1885,2012-06-19 10:39:00,39,2012-06-19 11:10:00,60,B00391,Registered,2118,1981,Female
326395,Closed,364,2012-06-19 10:40:00,33,2012-06-19 10:47:00,9,B00020,Registered,2215,1989,Female
326396,Closed,427,2012-06-19 10:42:00,23,2012-06-19 10:49:00,60,B00579,Registered,2108,1963,Male
326397,Closed,646,2012-06-19 10:42:00,6,2012-06-19 10:53:00,42,B00363,Registered,2122,1964,Male
326398,Closed,795,2012-06-19 10:43:00,57,2012-06-19 10:56:00,11,B00306,Registered,2118,1963,Male
326399,Closed,436,2012-06-19 10:45:00,32,2012-06-19 10:52:00,61,B00159,Registered,2215,1990,Male
326400,Closed,1878,2012-06-19 10:49:00,6,2012-06-19 11:21:00,10,B00126,Casual,,,
326401,Closed,1949,2012-06-19 10:48:00,6,2012-06-19 11:21:00,10,B00254,Casual,,,
326402,Closed,321,2012-06-19 10:48:00,11,2012-06-19 10:54:00,45,B00315,Registered,2446,1985,Male
326403,Closed,202,2012-06-19 10:49:00,32,2012-06-19 10:52:00,11,B00412,Registered,2215,1979,Male
326404,Closed,878,2012-06-19 10:49:00,58,2012-06-19 11:04:00,33,B00421,Registered,2128,1980,Male
326405,Closed,284,2012-06-19 10:52:00,55,2012-06-19 10:56:00,33,B00298,Casual,,,
326406,Closed,181,2012-06-19 10:54:00,23,2012-06-19 10:57:00,48,B00257,Registered,2021,1965,Male
326407,Closed,554,2012-06-19 10:55:00,24,2012-06-19 11:04:00,20,B00177,Registered,2109,1977,Male
326408,Closed,612,2012-06-19 10:55:00,46,2012-06-19 11:06:00,39,B00433,Registered,2461,1983,Male
326409,Closed,375,2012-06-19 10:57:00,65,2012-06-19 11:04:00,64,B00089,Registered,2127,1987,Male
326410,Closed,875,2012-06-19 10:58:00,62,2012-06-19 11:13:00,52,B00572,Registered,2446,1962,Male
326411,Closed,150,2012-06-19 10:59:00,3,2012-06-19 11:02:00,11,B00377,Registered,2215,1983,Male
326412,Closed,547,2012-06-19 11:00:00,55,2012-06-19 11:09:00,60,B00310,Registered,2115,1986,Female
326415,Closed,793,2012-06-19 11:01:00,58,2012-06-19 11:14:00,32,B00073,Registered,2215,1969,Male
326416,Closed,920,2012-06-19 11:02:00,48,2012-06-19 11:17:00,21,B00257,Registered,2114,1951,Female
326419,Closed,237,2012-06-19 11:05:00,43,2012-06-19 11:09:00,40,B00407,Registered,2113,1976,Male
326420,Closed,386,2012-06-19 11:06:00,20,2012-06-19 11:13:00,6,B00197,Registered,2114,1983,Male
326422,Closed,657,2012-06-19 11:08:00,23,2012-06-19 11:19:00,53,B00086,Registered,2115,1986,Female
326423,Closed,456,2012-06-19 11:08:00,40,2012-06-19 11:16:00,59,B00521,Registered,2143,1983,Female
326424,Closed,132,2012-06-19 11:08:00,47,2012-06-19 11:10:00,38,B00039,Registered,2109,1983,Male
326425,Closed,70,2012-06-19 11:10:00,14,2012-06-19 11:11:00,3,B00327,Registered,2141,1987,Male
326428,Closed,662,2012-06-19 11:12:00,61,2012-06-19 11:23:00,3,B00274,Registered,2116,1969,Male
326429,Closed,226,2012-06-19 11:13:00,22,2012-06-19 11:16:00,43,B00618,Registered,2116,1956,Male
326430,Closed,2471,2012-06-19 11:15:00,42,2012-06-19 11:57:00,3,B00024,Casual,,,
326431,Closed,665,2012-06-19 11:16:00,41,2012-06-19 11:27:00,55,B00563,Registered,2134,1990,Male
326432,Closed,410,2012-06-19 11:16:00,48,2012-06-19 11:23:00,65,B00379,Registered,2116,1961,Male
326433,Closed,320,2012-06-19 11:17:00,35,2012-06-19 11:22:00,64,B00309,Casual,,,
326439,Closed,858,2012-06-19 11:19:00,40,2012-06-19 11:33:00,54,B00407,Registered,2144,1978,Male
326440,Closed,290,2012-06-19 11:23:00,32,2012-06-19 11:27:00,33,B00606,Registered,1730,1955,Male
326441,Closed,336,2012-06-19 11:23:00,42,2012-06-19 11:28:00,22,B00363,Registered,2108,1960,Male
326442,Closed,1615,2012-06-19 11:25:00,38,2012-06-19 11:52:00,10,B00599,Casual,,,
326443,Closed,2500,2012-06-19 11:24:00,53,2012-06-19 12:05:00,53,B00086,Registered,2115,1965,Female
326444,Closed,1627,2012-06-19 11:25:00,38,2012-06-19 11:52:00,10,B00204,Casual,,,
326445,Closed,1022,2012-06-19 11:24:00,53,2012-06-19 11:42:00,23,B00587,Registered,2115,1986,Female
326446,Closed,607,2012-06-19 11:25:00,63,2012-06-19 11:35:00,39,B00101,Registered,2138,1968,Male
326447,Closed,1870,2012-06-19 11:26:00,65,2012-06-19 11:58:00,65,B00573,Casual,,,
326448,Closed,904,2012-06-19 11:26:00,38,2012-06-19 11:41:00,52,B00535,Registered,1930,1976,Female
326450,Closed,312,2012-06-19 11:29:00,64,2012-06-19 11:35:00,35,B00482,Casual,,,
326451,Closed,556,2012-06-19 11:31:00,47,2012-06-19 11:41:00,22,B00042,Registered,2113,1970,Male
326452,Closed,6485,2012-06-19 11:33:00,49,2012-06-19 13:21:00,60,B00548,Casual,,,
326453,Closed,7,2012-06-19 11:33:00,35,2012-06-19 11:33:00,35,B00141,Registered,1850,1985,Male
326454,Closed,6458,2012-06-19 11:33:00,49,2012-06-19 13:21:00,60,B00276,Casual,,,
326455,Closed,723,2012-06-19 11:34:00,52,2012-06-19 11:46:00,41,B00051,Registered,2215,1992,Male
326456,Closed,116,2012-06-19 11:36:00,39,2012-06-19 11:38:00,25,B00356,Registered,2118,1979,Male
326457,Closed,455,2012-06-19 11:36:00,54,2012-06-19 11:44:00,58,B00384,Registered,2445,1966,Female
326458,Closed,970,2012-06-19 11:37:00,62,2012-06-19 11:53:00,58,B00128,Registered,2446,1987,Female
326459,Closed,365,2012-06-19 11:38:00,23,2012-06-19 11:44:00,40,B00091,Registered,2109,1954,Male
326460,Closed,960,2012-06-19 11:38:00,55,2012-06-19 11:54:00,36,B00222,Registered,1742,1976,Female
326462,Closed,746,2012-06-19 11:40:00,13,2012-06-19 11:53:00,14,B00165,Registered,2118,1978,Female
326463,Closed,1367,2012-06-19 11:42:00,24,2012-06-19 12:04:00,36,B00501,Casual,,,
326464,Closed,768,2012-06-19 11:42:00,35,2012-06-19 11:54:00,46,B00031,Registered,2116,1962,Male
326465,Closed,950,2012-06-19 11:43:00,39,2012-06-19 11:59:00,60,B00275,Registered,2114,1983,Female
326466,Closed,11603,2012-06-19 11:44:00,48,2012-06-19 14:58:00,38,B00574,Casual,,,
326467,Closed,787,2012-06-19 11:45:00,48,2012-06-19 11:58:00,52,B00199,Casual,,,
326468,Closed,643,2012-06-19 11:45:00,6,2012-06-19 11:56:00,23,B00428,Registered,2114,1983,Male
326469,Closed,515,2012-06-19 11:49:00,14,2012-06-19 11:58:00,46,b00225,Registered,2118,1985,Female
326470,Closed,645,2012-06-19 11:50:00,20,2012-06-19 12:00:00,44,B00337,Casual,,,
326471,Closed,1572,2012-06-19 11:49:00,48,2012-06-19 12:16:00,54,B00390,Registered,2110,1982,Male
326472,Closed,1858,2012-06-19 11:52:00,40,2012-06-19 12:23:00,20,B00085,Casual,,,
326473,Closed,1856,2012-06-19 11:51:00,10,2012-06-19 12:22:00,41,B00226,Casual,,,
326474,Closed,261,2012-06-19 11:50:00,45,2012-06-19 11:54:00,14,B00010,Registered,2215,1968,Female
326475,Closed,1855,2012-06-19 11:52:00,40,2012-06-19 12:23:00,20,B00416,Casual,,,
326476,Closed,1956,2012-06-19 11:51:00,10,2012-06-19 12:23:00,41,B00373,Casual,,,
326477,Closed,647,2012-06-19 11:50:00,16,2012-06-19 12:01:00,48,B00070,Registered,2072,1970,Male
326478,Closed,524,2012-06-19 11:52:00,20,2012-06-19 12:00:00,44,B00001,Casual,,,
326479,Closed,637,2012-06-19 11:51:00,3,2012-06-19 12:02:00,61,B00564,Registered,2215,1982,Female
326480,Closed,507,2012-06-19 11:52:00,42,2012-06-19 12:00:00,6,B00338,Registered,2122,1964,Male
326481,Closed,224,2012-06-19 11:52:00,3,2012-06-19 11:56:00,11,B00327,Registered,2141,1987,Male
326482,Closed,692,2012-06-19 11:52:00,12,2012-06-19 12:04:00,50,B00188,Registered,2215,1986,Male
326483,Closed,678,2012-06-19 11:53:00,40,2012-06-19 12:04:00,16,B00091,Registered,2113,1973,Male
326484,Closed,947,2012-06-19 11:54:00,54,2012-06-19 12:10:00,33,B00294,Casual,,,
326485,Closed,340,2012-06-19 11:53:00,64,2012-06-19 11:58:00,43,B00271,Registered,2446,1967,Male
326486,Closed,203,2012-06-19 11:53:00,52,2012-06-19 11:57:00,36,B00360,Registered,2451,1983,Male
326487,Closed,155,2012-06-19 11:54:00,33,2012-06-19 11:57:00,10,B00623,Casual,,,
326488,Closed,311,2012-06-19 11:54:00,33,2012-06-19 11:59:00,32,B00166,Registered,1730,1955,Male
326490,Closed,207,2012-06-19 11:56:00,49,2012-06-19 11:59:00,54,B00590,Registered,2116,1967,Male
326491,Closed,271,2012-06-19 11:56:00,25,2012-06-19 12:00:00,21,B00356,Registered,2118,1974,Male
326492,Closed,669,2012-06-19 11:56:00,65,2012-06-19 12:08:00,31,B00455,Casual,,,
326493,Closed,1813,2012-06-19 11:59:00,31,2012-06-19 12:29:00,34,B00429,Registered,2130,1960,Female
326494,Closed,559,2012-06-19 11:59:00,59,2012-06-19 12:08:00,31,B00123,Registered,2130,1977,Male
326495,Closed,112,2012-06-19 12:02:00,21,2012-06-19 12:04:00,46,B00508,Registered,2301,1977,Male
326496,Closed,277,2012-06-19 12:03:00,32,2012-06-19 12:08:00,10,B00156,Registered,2215,1991,Female
326498,Closed,505,2012-06-19 12:04:00,36,2012-06-19 12:13:00,35,B00446,Registered,2113,1983,Female
326499,Closed,211,2012-06-19 12:07:00,43,2012-06-19 12:11:00,24,B00581,Registered,1770,1964,Male
326503,Closed,1554,2012-06-19 12:09:00,41,2012-06-19 12:35:00,17,B00051,Registered,2134,1987,Male
326504,Closed,235,2012-06-19 12:10:00,61,2012-06-19 12:14:00,36,B00079,Registered,2215,1982,Female
326505,Closed,386,2012-06-19 12:10:00,50,2012-06-19 12:17:00,22,B00445,Registered,2131,1971,Male
326506,Closed,2904,2012-06-19 12:12:00,36,2012-06-19 13:00:00,50,B00211,Casual,,,
326507,Closed,2887,2012-06-19 12:12:00,36,2012-06-19 13:00:00,50,B00035,Casual,,,
326508,Closed,120,2012-06-19 12:12:00,39,2012-06-19 12:14:00,26,B00632,Registered,2118,1980,Male
326509,Closed,1283,2012-06-19 12:14:00,16,2012-06-19 12:35:00,61,B00091,Registered,2116,1980,Male
326510,Closed,535,2012-06-19 12:14:00,36,2012-06-19 12:23:00,45,B00222,Registered,2215,1986,Male
326511,Closed,284,2012-06-19 12:14:00,51,2012-06-19 12:19:00,12,B00269,Registered,2115,1990,Female
326512,Closed,913,2012-06-19 12:15:00,64,2012-06-19 12:30:00,61,B00063,Casual,,,
326513,Closed,258,2012-06-19 12:15:00,16,2012-06-19 12:19:00,4,B00145,Registered,2111,1981,Female
326516,Closed,361,2012-06-19 12:15:00,50,2012-06-19 12:21:00,52,B00062,Registered,2025,1970,Male
326518,Closed,25,2012-06-19 12:15:00,35,2012-06-19 12:16:00,35,B00394,Registered,2446,1985,Female
326520,Closed,35,2012-06-19 12:16:00,35,2012-06-19 12:16:00,35,B00159,Registered,2124,1983,Female
326521,Closed,841,2012-06-19 12:17:00,35,2012-06-19 12:31:00,58,B00446,Casual,,,
326523,Closed,1315,2012-06-19 12:16:00,65,2012-06-19 12:38:00,33,B00266,Casual,,,
326525,Closed,725,2012-06-19 12:19:00,35,2012-06-19 12:31:00,58,B00096,Casual,,,
326526,Closed,842,2012-06-19 12:17:00,22,2012-06-19 12:31:00,38,B00445,Casual,,,
326527,Closed,842,2012-06-19 12:16:00,35,2012-06-19 12:30:00,58,B00289,Registered,2130,1973,Male
326528,Closed,1519,2012-06-19 12:16:00,14,2012-06-19 12:42:00,14,B00453,Registered,2139,1954,Female
326529,Closed,681,2012-06-19 12:17:00,22,2012-06-19 12:28:00,38,B00242,Registered,1944,1982,Female
326530,Closed,1353,2012-06-19 12:18:00,40,2012-06-19 12:41:00,64,B00169,Casual,,,
326531,Closed,820,2012-06-19 12:17:00,35,2012-06-19 12:31:00,58,B00286,Registered,2134,1983,Female
326532,Closed,516,2012-06-19 12:18:00,58,2012-06-19 12:26:00,61,B00409,Registered,2116,1961,Male
326533,Closed,769,2012-06-19 12:18:00,35,2012-06-19 12:30:00,58,B00394,Registered,2446,1985,Female
326534,Closed,728,2012-06-19 12:18:00,35,2012-06-19 12:30:00,58,B00159,Registered,2124,1983,Female
326535,Closed,697,2012-06-19 12:20:00,26,2012-06-19 12:32:00,27,B00632,Registered,2130,1981,Female
